Undecided,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church
1,68,1,1,1,5,61.0,13,1
1,32,1,1,0,1,98.0,18,0
1,66,1,1,1,5,18.0,20,0
1,34,0,1,0,2,102.0,18,0
1,46,1,1,1,5,89.0,20,0
0,54,1,1,1,5,39.0,8,0
0,53,0,0,1,2,86.0,20,0
1,49,1,1,1,5,103.0,16,0
0,54,0,0,1,3,112.0,20,0
1,28,0,1,1,4,107.0,15,1
1,35,1,1,1,3,58.0,18,0
0,37,1,0,0,1,27.0,18,1
0,58,1,0,1,2,68.0,20,0
0,39,1,0,0,2,35.0,8,1
1,47,1,1,1,3,146.0,15,1
0,42,1,0,0,1,114.0,18,0
0,44,1,0,0,1,98.0,12,0
0,46,1,1,0,1,23.0,8,1
0,50,0,1,1,3,115.0,8,1
1,36,1,1,1,4,88.0,18,0
0,46,1,1,1,3,276.0,15,0
1,46,1,0,1,4,127.0,15,0
1,53,1,1,0,5,18.0,16,1
1,37,1,1,1,3,144.0,15,1
0,36,1,0,1,2,116.0,18,1
0,35,1,0,0,1,237.0,15,1
0,49,0,1,1,2,99.0,8,1
1,51,1,1,1,5,160.0,15,1
0,34,1,1,0,1,44.5,9,1
1,47,1,0,1,3,173.0,16,1
0,43,1,0,0,2,242.0,9,1
1,59,0,1,0,1,73.0,13,1
0,60,0,0,1,2,147.0,20,0
1,52,1,1,0,1,99.0,18,0
0,39,1,1,1,6,113.0,12,1
0,69,1,0,0,2,49.0,20,0
0,32,1,1,1,3,121.0,12,1
0,41,1,1,1,2,261.0,15,1
0,55,1,1,1,4,84.0,20,1
0,57,1,1,1,2,130.0,8,0
0,56,1,1,1,4,112.0,18,1
1,69,1,1,1,4,91.0,16,1
0,51,1,0,1,3,59.5,18,1
0,50,0,0,1,2,120.0,18,1
0,43,1,0,1,3,37.5,18,1
1,31,0,1,1,4,156.0,15,1
0,42,1,1,1,3,76.0,20,1
1,62,1,1,1,2,200.0,20,0
1,42,1,1,1,4,163.0,12,0
0,41,0,1,1,2,38.0,8,0
1,47,1,1,0,1,58.5,15,0
0,47,1,1,1,5,182.0,12,0
0,39,1,1,1,5,86.0,12,1
0,41,1,1,1,4,140.0,9,1
0,62,1,0,0,2,5.0,20,1
1,52,0,1,1,2,128.0,15,0
1,45,1,1,1,5,119.0,15,0
1,63,1,1,1,3,68.0,13,0
0,45,1,1,0,2,92.0,20,1
1,66,0,1,0,5,57.5,16,0
0,57,1,0,1,4,62.5,8,0
0,42,1,1,1,5,75.0,10,0
0,42,1,1,1,7,79.0,12,1
1,46,1,1,1,4,170.0,15,0
1,61,1,1,1,2,77.0,13,0
0,56,1,0,1,3,93.0,20,1
1,46,1,1,1,2,160.0,18,0
1,41,1,1,1,2,48.0,15,1
1,50,0,1,1,3,68.0,16,1
0,76,1,1,0,3,175.0,20,1
0,37,1,1,1,3,42.0,12,1
0,52,0,1,1,3,94.0,8,1
0,37,1,1,1,3,106.0,9,0
0,52,1,1,1,4,153.0,12,1
1,34,1,1,0,4,43.0,15,1
1,37,1,0,1,4,90.0,15,0
0,51,1,1,0,2,122.0,18,1
0,52,1,1,1,4,61.0,8,1
0,48,1,1,1,5,107.0,20,1
1,44,1,1,1,4,186.0,15,0
1,47,1,1,1,3,164.0,15,1
0,50,1,1,1,4,473.0,16,0
0,56,0,1,0,2,54.0,8,1
1,33,1,1,0,4,54.0,15,0
0,45,1,1,1,6,89.0,12,1
1,69,1,1,0,6,108.0,13,0
0,58,0,1,0,2,49.0,8,1
1,40,1,1,0,2,15.0,18,0
0,47,1,1,1,2,56.0,18,1
1,59,1,1,0,1,96.0,18,0
0,45,1,1,0,3,72.0,12,0
0,49,1,1,1,5,82.0,12,1
1,42,1,1,1,3,204.0,18,0
0,58,1,0,1,3,133.0,20,0
1,65,1,1,1,4,109.0,20,0
0,33,0,1,1,6,139.0,18,1
0,35,0,1,1,5,80.0,8,1
1,45,1,1,1,4,142.0,15,0
1,38,1,1,1,6,148.0,15,0
1,38,1,1,1,3,115.0,18,0
0,62,1,1,0,1,87.0,20,1
1,55,1,1,1,4,55.0,16,1
0,41,1,1,1,4,125.0,12,0
1,69,1,1,1,2,66.0,20,0
0,54,0,1,1,3,46.0,8,1
0,34,1,0,1,4,330.0,15,0
1,49,1,1,1,4,154.0,16,0
0,56,1,1,1,4,100.0,10,0
1,74,1,1,0,4,14.0,16,0
0,53,1,1,0,1,38.0,8,1
0,56,1,1,1,4,92.0,12,0
0,50,1,1,0,3,275.0,8,0
1,44,1,1,0,1,114.0,13,1
1,43,1,1,1,2,39.0,18,0
0,36,1,0,1,6,110.0,18,1
0,42,1,0,0,2,145.0,9,0
1,39,0,1,1,5,83.0,15,0
0,51,1,0,1,3,246.0,20,1
1,43,1,1,1,3,77.0,15,1
0,55,1,0,1,3,86.0,12,0
0,39,1,1,1,5,176.0,18,1
0,42,1,1,1,2,169.0,18,1
1,36,1,1,1,4,149.0,15,1
1,47,1,1,1,2,154.0,15,1
1,45,1,1,1,3,26.0,15,1
1,35,1,1,1,4,85.0,15,1
0,59,1,1,1,4,42.0,20,1
1,76,1,1,0,1,130.0,20,0
1,45,1,1,1,3,83.5,20,0
0,56,0,1,1,3,74.0,20,1
0,50,1,1,1,3,35.0,10,1
0,56,1,0,1,5,84.0,18,1
0,53,0,1,1,2,95.5,10,1
1,62,1,1,1,3,158.0,20,0
1,66,1,1,1,2,119.0,20,0
0,64,1,0,1,3,46.0,20,0
1,47,0,1,1,3,136.5,20,0
0,56,1,0,1,4,120.0,20,1
1,39,1,1,1,5,171.0,18,0
0,50,0,1,1,3,68.0,10,1
0,48,1,1,1,5,43.0,8,0
0,50,0,1,0,2,56.0,10,0
0,49,1,1,1,2,32.0,20,1
0,67,0,0,1,3,62.0,20,0
0,40,1,1,1,5,149.0,12,0
0,46,0,1,1,6,482.0,15,0
1,42,1,0,1,3,153.0,13,1
0,33,1,0,1,4,74.0,8,1
0,57,1,0,0,2,74.0,20,1
0,51,1,1,0,1,52.0,20,1
0,53,1,1,1,6,129.0,8,0
0,60,1,0,1,4,121.0,8,1
0,59,0,0,1,3,54.0,20,1
0,33,1,1,0,1,74.0,9,0
1,62,1,1,1,3,111.0,16,1
0,58,1,1,1,5,38.0,8,0
0,34,1,1,1,6,119.0,12,0
0,53,1,1,0,4,57.0,20,1
1,62,1,1,0,1,133.0,20,0
0,51,1,1,1,2,84.5,10,1
1,70,1,1,0,2,106.0,20,0
0,64,1,0,1,5,48.0,20,0
0,38,1,0,1,6,335.0,15,1
0,50,1,1,0,3,25.0,8,0
0,38,0,1,1,2,352.0,15,0
0,59,1,1,0,2,60.0,10,0
1,42,1,1,0,2,67.0,18,0
1,45,0,1,1,6,107.0,18,1
0,67,1,1,0,1,64.0,20,1
1,51,1,1,1,3,60.0,16,1
1,66,0,1,1,3,10.0,20,0
1,48,1,1,1,3,111.0,18,0
0,32,1,1,0,3,22.0,18,1
0,50,1,0,1,3,200.0,12,1
1,64,1,0,1,6,72.0,13,1
1,77,1,1,1,3,16.0,13,1
1,38,1,1,0,4,15.0,15,0
1,45,1,1,1,5,119.0,15,1
1,37,1,1,1,4,100.0,15,1
1,55,1,1,1,4,80.0,13,1
1,55,1,1,0,1,48.0,16,1
1,49,1,1,0,1,10.0,20,0
1,51,1,1,1,2,46.0,18,0
1,35,1,1,1,4,73.0,18,0
0,41,1,1,1,2,56.0,12,0
0,44,1,0,1,4,214.0,15,0
1,56,1,1,1,4,126.0,20,0
0,36,1,0,1,5,119.0,12,0
1,52,1,1,1,5,67.0,15,0
1,41,1,1,1,3,42.0,18,0
0,51,1,1,0,2,90.0,18,1
0,48,0,1,1,4,71.0,8,1
1,51,1,1,1,6,103.0,18,0
0,30,1,0,0,1,72.0,18,0
1,47,0,1,1,3,99.0,18,0
0,54,1,1,1,3,143.0,12,1
0,47,1,1,1,3,125.0,20,1
1,48,1,1,1,2,160.0,15,1
0,37,1,1,1,6,225.0,15,0
1,44,1,0,1,4,99.0,15,1
0,64,1,1,1,4,454.0,20,1
0,45,1,1,0,4,153.0,18,1
0,59,1,1,1,2,15.0,8,1
0,34,1,0,1,2,6.0,8,1
1,35,1,0,1,2,138.5,15,0
0,50,1,0,1,2,96.5,20,0
0,54,1,0,1,6,37.0,20,0
0,47,0,0,1,5,130.0,8,0
0,49,1,1,1,7,209.0,15,0
0,56,1,1,1,2,103.0,12,1
0,71,1,1,1,3,40.5,20,1
1,32,1,1,0,2,82.0,18,0
0,38,0,1,0,2,5.0,8,0
0,41,1,1,1,4,111.0,8,1
0,45,1,1,1,3,103.0,20,1
0,64,1,1,1,3,38.0,20,1
0,45,1,0,1,4,67.0,18,0
0,43,1,1,1,4,37.0,8,1
0,51,1,1,1,6,63.0,20,1
0,37,1,1,1,5,47.0,18,1
0,72,0,1,1,2,65.0,20,1
0,55,1,1,1,3,70.0,8,0
0,46,1,0,1,5,111.0,20,0
0,65,1,0,1,3,100.0,20,1
0,38,0,1,0,1,6.0,8,1
0,49,1,0,1,4,83.0,20,1
0,58,1,1,1,2,154.0,20,1
1,52,1,1,1,2,100.0,20,0
0,54,1,0,1,2,147.0,20,1
1,50,1,1,1,4,30.0,20,0
0,35,1,1,0,1,50.0,9,0
1,32,1,0,0,4,62.0,15,0
0,41,1,0,1,5,35.0,9,0
1,76,1,0,0,3,141.0,16,1
1,49,1,1,1,3,79.5,18,0
0,38,1,1,1,4,155.0,18,1
0,56,1,1,1,3,177.0,8,1
0,37,1,1,0,1,78.0,18,1
0,57,0,1,1,4,115.0,20,1
1,74,1,1,1,2,104.0,20,0
0,52,0,1,1,3,50.0,18,1
0,46,1,1,0,6,95.0,12,0
0,56,1,0,0,1,47.0,20,1
1,54,1,1,1,2,54.0,16,1
0,54,1,1,1,3,89.0,20,1
0,79,1,1,1,4,43.0,20,1
0,50,1,1,1,2,6.0,9,0
1,55,1,1,1,4,70.0,20,0
0,48,1,0,1,3,57.0,20,1
0,46,0,1,1,4,130.0,12,0
1,63,1,1,0,1,65.0,20,0
0,54,1,1,1,3,34.0,8,0
1,59,1,0,1,4,131.0,15,1
0,48,0,1,0,1,41.5,8,1
0,49,0,1,0,1,8.0,8,0
0,43,0,1,1,5,175.0,15,1
0,52,1,1,0,2,151.0,18,1
1,32,1,0,1,3,113.0,15,1
1,52,1,1,1,2,39.0,13,0
1,44,1,1,1,3,75.0,18,0
1,50,1,1,1,2,94.5,18,0
0,58,1,1,0,2,25.0,12,0
0,51,0,1,1,2,166.0,8,0
0,56,1,0,1,3,10.0,20,0
1,46,1,1,1,3,56.0,18,0
0,45,1,1,0,3,98.0,18,1
0,43,1,1,1,3,41.0,8,0
1,43,1,1,1,5,91.0,15,0
0,41,1,0,1,3,82.0,18,1
1,41,1,1,1,4,70.0,15,0
0,57,1,1,1,4,87.0,12,0
1,32,1,1,1,2,78.0,15,1
1,34,1,1,1,5,132.0,15,1
0,48,1,1,1,2,78.0,12,1
0,35,0,1,1,3,97.0,8,0
0,47,1,1,1,3,86.5,18,1
1,37,1,1,1,3,36.0,18,0
0,45,0,1,1,4,46.0,8,0
1,53,1,0,1,6,48.0,13,0
0,56,0,1,0,1,29.0,8,0
1,43,1,1,1,5,69.0,15,0
0,34,1,1,1,3,231.0,18,1
0,41,1,1,1,4,187.0,15,0
0,40,1,1,1,4,82.0,12,1
0,43,0,1,0,3,37.0,8,0
0,50,1,1,0,2,37.0,20,1
0,55,1,0,0,3,9.0,9,1
0,36,1,1,0,2,75.0,18,1
0,54,1,0,0,2,214.0,15,1
0,38,0,1,1,4,132.0,8,1
0,36,1,1,1,5,473.0,15,0
1,38,1,0,1,4,65.0,15,1
0,44,1,1,0,1,38.0,8,0
0,29,1,0,1,5,59.0,12,0
1,45,1,1,1,5,107.0,15,0
0,30,1,0,1,3,189.0,15,0
0,46,1,1,1,5,179.0,15,1
0,33,1,1,1,2,205.0,15,1
1,31,1,1,0,1,82.0,15,0
1,51,1,1,1,6,89.0,15,1
1,30,1,1,1,6,145.0,15,0
1,54,1,1,0,1,68.0,15,0
1,47,1,1,1,4,144.0,16,1
0,58,1,1,1,3,117.0,8,1
1,44,1,1,0,1,218.0,8,1
0,36,1,1,1,4,139.0,12,0
1,43,0,1,1,2,133.0,15,1
0,45,1,1,0,2,229.0,15,1
1,33,1,1,0,1,114.0,15,1
0,45,1,0,0,6,528.0,8,1
0,53,1,1,1,7,87.0,12,0
0,37,1,1,1,6,197.0,15,0
0,76,0,1,1,5,67.0,8,1
0,45,0,1,1,3,245.0,8,0
1,39,1,1,1,4,160.0,15,0
1,40,1,1,1,5,154.0,15,1
0,31,1,0,1,5,159.0,12,0
0,52,1,1,1,2,48.0,8,0
1,42,0,1,1,6,150.0,13,1
0,46,1,1,1,5,227.0,15,1
1,43,0,0,1,5,68.5,15,1
0,44,1,1,1,4,39.0,12,1
0,45,1,1,1,3,222.0,15,1
0,48,1,1,1,3,77.0,8,1
0,44,1,0,0,1,50.0,8,1
0,30,1,1,1,3,289.0,15,0
0,37,1,0,1,5,109.0,8,1
1,31,1,1,0,1,112.5,15,1
0,42,1,1,1,5,362.0,12,1
0,50,1,1,1,7,143.0,12,1
1,37,1,1,0,1,117.0,15,1
0,44,0,1,0,3,116.0,8,0
1,44,1,1,1,5,165.0,15,0
1,47,1,1,1,5,105.0,15,0
1,30,1,1,1,5,135.0,15,0
1,47,1,1,1,3,57.0,15,0
1,34,1,1,1,2,161.0,15,1
1,55,1,1,1,2,73.0,16,0
1,34,0,1,1,4,93.0,15,0
1,53,1,0,1,2,63.0,16,0
0,57,1,1,1,4,193.0,20,1
1,56,0,1,1,5,182.0,20,0
0,46,0,1,1,2,63.0,8,1
0,38,1,1,1,3,200.0,18,1
1,59,0,1,1,4,100.0,18,0
0,54,1,1,1,3,162.0,9,1
0,36,1,1,0,1,56.0,18,1
0,58,1,0,1,3,274.0,16,0
1,46,1,1,1,3,125.0,18,0
1,43,1,0,1,5,81.0,15,0
0,51,0,0,1,5,216.0,15,1
0,60,1,1,1,3,118.0,20,1
1,55,1,1,1,2,109.0,18,0
0,61,0,1,1,3,136.0,20,1
0,37,1,1,1,5,37.0,9,0
0,44,1,1,0,2,77.0,12,0
0,60,1,1,1,3,78.5,10,1
0,50,1,1,1,2,89.0,18,1
1,60,1,1,1,3,137.0,20,0
0,44,1,0,0,2,119.0,20,1
0,65,1,1,1,2,20.0,20,1
0,47,0,0,1,2,51.0,20,0
0,62,1,1,1,2,43.0,20,1
1,54,1,1,0,2,45.0,20,0
0,70,1,1,1,3,96.0,8,0
1,53,1,0,1,2,95.0,13,1
0,36,0,1,1,3,96.0,18,1
0,48,1,1,1,5,51.0,18,1
0,29,1,1,1,2,137.0,12,0
0,32,0,0,1,2,130.0,12,0
1,41,1,1,1,5,125.0,16,0
0,44,1,0,1,5,144.0,8,0
0,61,0,1,1,7,74.0,20,1
1,45,1,0,1,3,98.0,15,0
1,53,0,1,0,1,35.0,18,0
0,60,0,1,1,6,63.0,8,1
1,45,1,1,1,4,151.0,18,0
1,32,1,1,1,3,80.0,15,0
1,33,1,1,0,3,60.0,15,0
1,46,1,1,0,3,29.0,18,0
1,60,0,1,0,4,13.0,20,0
0,48,0,1,1,3,90.0,8,0
0,28,1,1,1,4,90.0,8,1
0,55,0,1,1,3,98.0,20,1
0,74,1,1,0,1,117.0,20,1
0,72,1,1,1,5,84.0,10,0
0,38,1,0,1,4,181.0,15,1
0,64,1,1,1,5,101.0,20,1
0,46,1,0,1,3,152.0,18,1
1,34,1,1,1,2,83.0,18,0
0,53,1,1,0,1,51.0,20,1
1,52,0,1,1,3,129.0,20,0
1,46,1,1,0,1,100.0,15,1
1,61,1,1,1,2,34.0,20,0
0,52,0,1,1,6,89.0,10,1
0,48,1,1,0,1,42.0,20,1
0,36,1,0,0,6,13.0,8,0
0,48,1,0,1,5,172.0,20,0
1,40,1,1,1,7,152.0,13,0
0,40,1,1,1,2,167.0,18,1
0,37,1,1,1,4,95.0,18,1
0,56,0,0,0,1,68.0,20,1
1,39,1,1,1,2,78.0,18,0
1,46,1,1,1,4,90.0,15,0
0,41,1,1,1,3,66.5,18,1
0,50,1,0,1,3,5.0,20,1
0,48,1,0,1,2,5.0,20,1
0,43,1,1,1,5,91.0,20,1
1,41,1,1,1,5,62.0,18,0
0,40,1,0,1,4,113.0,18,0
0,43,1,1,0,2,40.0,18,1
0,49,1,1,1,2,62.0,18,1
0,44,1,1,1,4,202.0,12,1
1,34,1,1,1,3,65.0,18,0
0,46,1,0,0,3,125.0,9,0
1,39,1,1,1,5,114.0,18,0
0,47,1,1,0,1,58.0,20,1
0,55,1,1,0,1,47.5,20,1
0,42,1,1,0,4,22.0,8,0
1,47,1,1,0,1,95.0,15,1
1,37,1,0,1,5,72.0,15,0
1,59,1,1,1,3,71.0,16,0
1,58,0,1,0,2,48.0,16,0
0,37,1,0,1,5,59.0,8,1
1,45,1,1,0,1,87.0,20,0
0,42,1,1,1,5,231.0,12,1
0,49,1,1,0,1,94.0,9,0
1,43,1,1,1,3,113.0,18,0
1,36,1,1,1,4,88.0,18,0
1,47,1,1,1,6,150.0,15,1
0,42,1,1,0,1,15.0,20,1
0,43,1,1,1,5,155.0,8,0
0,37,1,1,0,1,28.0,12,1
0,40,1,1,1,3,86.0,18,1
1,48,1,0,1,4,80.0,15,1
1,36,1,1,1,4,122.0,15,0
0,35,1,0,1,4,6.0,8,0
1,50,1,1,1,3,63.0,15,1
0,55,1,0,1,4,32.0,18,0
1,48,1,0,1,6,38.0,13,0
0,67,1,0,0,1,159.0,20,0
1,53,1,1,0,1,5.0,20,0
0,54,1,0,0,1,99.0,20,0
0,52,1,1,1,4,193.0,15,1
0,47,1,0,1,3,116.0,8,0
0,35,1,1,1,2,90.0,12,0
0,50,1,1,1,4,104.0,20,1
0,43,1,1,1,3,57.0,12,1
0,45,1,1,0,1,60.0,8,0
1,59,1,0,1,7,112.0,16,1
0,35,1,1,0,2,139.5,8,1
0,42,1,0,0,3,157.0,20,1
1,33,1,0,1,2,92.0,15,1
1,49,1,1,0,4,45.0,13,1
1,49,1,1,0,2,83.0,18,0
1,50,1,1,1,3,40.0,18,0
0,49,1,1,1,3,85.0,8,0
0,35,1,0,1,5,290.0,12,0
0,68,1,1,0,1,131.0,20,1
0,54,1,1,1,5,56.0,18,1
1,44,1,0,1,2,67.0,13,0
1,63,1,1,1,5,14.0,20,0
0,49,0,0,1,5,117.0,18,1
0,57,0,0,1,3,55.0,8,1
1,60,0,0,0,1,133.0,20,1
1,66,1,1,0,1,14.0,20,0
1,62,1,1,1,3,63.0,16,1
1,49,0,1,1,3,47.0,18,0
0,54,1,0,1,5,29.0,12,0
0,54,1,1,1,3,78.0,18,1
1,55,1,0,1,6,164.0,13,0
0,40,1,0,1,4,94.0,18,0
0,47,1,1,0,2,352.0,8,0
0,64,1,0,1,7,71.0,8,0
0,50,1,1,1,3,77.0,20,1
1,41,1,0,1,2,148.0,15,0
0,62,1,0,1,2,65.0,20,1
0,44,1,1,1,2,73.0,20,1
1,37,1,0,1,5,15.0,15,1
0,76,0,1,0,6,17.0,20,1
0,66,1,1,0,2,47.0,20,1
0,53,1,0,0,2,80.0,18,1
0,53,1,1,1,3,69.5,20,1
0,55,1,1,1,7,100.0,12,1
0,53,1,0,1,4,127.0,18,1
0,62,1,1,0,1,70.0,20,1
1,46,1,1,0,2,42.0,18,0
0,47,0,1,0,2,89.0,18,1
1,51,1,0,1,2,108.0,15,1
0,65,1,1,1,3,59.5,20,1
0,47,1,0,1,5,8.0,8,1
0,53,1,0,1,4,131.0,8,0
1,74,1,1,1,2,21.0,20,0
0,55,1,1,1,2,99.0,20,1
1,51,1,1,1,2,102.0,20,0
0,70,1,1,1,3,122.0,20,1
1,52,1,0,1,3,80.0,15,0
1,40,1,1,1,6,87.0,15,1
0,32,1,1,0,2,13.0,18,1
0,34,0,1,0,1,46.5,8,1
0,62,1,0,1,5,46.0,20,0
0,54,0,1,1,4,248.0,16,0
1,37,1,1,0,2,47.0,15,0
0,45,1,1,1,2,97.0,18,1
1,59,1,1,1,3,96.0,15,1
1,61,1,1,1,3,120.5,20,0
0,53,1,1,1,3,169.0,20,1
0,45,1,1,1,5,238.0,15,1
0,36,1,1,1,2,75.0,9,1
1,38,1,1,1,4,49.0,18,0
0,39,1,1,1,3,156.0,18,1
0,50,1,0,1,5,287.0,12,1
1,51,1,1,0,2,69.0,20,0
0,57,1,0,1,6,338.0,20,1
1,63,1,1,1,4,81.0,16,0
0,31,1,1,1,2,120.0,18,1
0,52,1,0,1,3,215.0,20,1
1,66,1,1,1,3,65.0,13,1
1,49,1,1,0,2,39.0,18,0
0,55,0,1,1,2,38.0,8,0
1,36,1,1,1,3,135.0,15,0
1,39,0,1,1,5,115.0,18,0
0,45,1,0,1,2,91.5,9,0
1,44,1,1,0,2,47.0,18,0
0,49,1,1,1,2,269.0,20,0
0,49,0,1,1,4,163.0,8,1
0,60,1,1,1,3,157.0,8,0
0,44,1,1,1,4,142.0,20,1
0,58,1,1,1,5,163.0,20,1
0,36,1,1,1,7,455.0,15,1
1,61,1,1,1,3,128.0,20,0
0,54,1,1,1,6,119.0,20,1
1,42,1,1,0,4,115.0,15,0
0,54,1,1,0,3,35.0,8,0
0,52,1,1,0,2,80.0,20,1
1,65,1,1,1,2,118.0,16,0
1,55,1,1,0,1,86.0,18,0
0,51,0,1,1,4,82.0,12,1
0,61,1,0,1,3,64.0,8,1
0,45,1,0,1,4,191.0,20,0
0,63,1,1,1,4,49.0,20,1
1,31,1,1,0,1,11.0,18,0
1,44,0,1,1,4,168.0,18,0
0,37,1,1,1,5,78.0,8,1
0,56,0,1,0,2,64.5,8,0
0,50,1,1,1,3,282.0,18,0
0,51,0,0,1,5,41.0,8,1
1,49,1,1,1,4,84.0,16,1
0,61,1,1,1,7,153.0,20,1
1,52,1,1,1,5,94.5,15,1
1,54,1,1,1,5,62.0,18,0
0,30,1,1,1,5,81.5,8,1
1,56,1,0,1,4,49.0,16,1
0,48,0,1,1,4,94.0,9,1
0,68,1,0,1,4,27.0,10,1
1,66,1,1,0,4,31.0,20,0
0,48,1,1,1,4,184.0,15,1
0,48,1,1,0,1,32.0,20,1
0,46,1,1,0,1,353.0,20,0
1,31,1,1,0,1,123.0,18,0
0,44,1,0,1,3,47.0,20,0
0,30,1,0,0,4,78.0,9,1
0,63,1,1,1,2,118.0,10,0
0,53,1,1,0,4,44.0,20,1
1,73,1,1,0,4,48.0,16,1
0,37,1,1,1,4,99.0,12,1
1,57,1,0,1,5,124.0,16,0
0,40,1,1,1,2,283.0,18,0
1,45,1,1,1,3,37.0,15,0
0,39,0,1,1,4,72.0,8,1
0,41,1,1,1,3,14.5,18,1
0,37,0,1,1,3,57.0,12,1
1,54,1,1,1,3,101.0,13,1
1,48,1,0,1,2,128.0,15,0
0,34,1,0,1,4,183.0,8,1
1,47,1,1,1,6,92.0,15,1
0,50,1,1,1,5,106.0,8,1
1,39,1,1,1,3,94.0,15,1
1,62,1,1,1,5,96.0,16,0
0,50,1,0,1,2,64.0,20,1
1,40,1,1,1,2,66.0,18,0
0,45,1,0,1,3,162.0,20,1
0,57,1,1,0,1,94.0,20,1
0,51,0,0,1,2,145.0,10,1
1,51,1,1,1,3,179.0,20,0
0,50,1,1,1,6,76.0,20,1
0,58,1,1,0,1,32.0,20,1
0,50,1,1,1,4,89.0,8,1
1,39,1,1,1,4,92.0,15,0
0,34,1,1,1,5,123.0,12,0
0,67,1,1,0,1,14.0,10,0
0,45,1,1,1,3,62.0,9,0
1,39,1,1,1,6,134.0,15,1
1,54,1,1,0,4,109.0,20,0
0,33,0,0,1,3,42.0,8,0
0,46,1,0,1,3,39.0,20,0
0,42,1,1,1,7,128.0,12,0
1,41,1,1,0,5,40.0,15,0
1,61,0,1,1,4,124.0,20,0
0,58,1,0,1,3,169.0,20,0
0,50,1,1,1,3,33.0,18,1
1,56,1,1,1,4,72.0,20,0
0,38,0,1,0,1,60.5,9,0
0,54,1,0,1,2,123.0,20,0
0,61,1,1,1,3,44.5,20,1
0,42,0,1,1,4,29.0,8,1
1,54,1,1,1,2,34.0,20,0
0,36,0,1,0,2,72.0,18,1
1,34,0,1,1,4,474.0,15,1
0,52,1,1,0,2,101.0,20,1
1,37,1,1,0,1,59.5,18,0
0,65,1,1,1,2,19.0,20,1
1,51,1,1,1,3,65.0,15,1
0,58,0,1,1,2,28.0,8,1
0,44,0,1,0,3,50.0,8,1
0,70,1,0,0,1,105.0,20,0
1,38,1,1,1,5,139.0,15,1
1,63,1,1,1,3,69.5,20,0
0,45,1,1,0,1,23.0,18,1
1,67,1,1,0,1,93.0,20,0
0,39,1,1,1,3,497.0,8,1
0,47,1,0,1,2,77.0,20,0
0,50,1,0,1,2,169.0,18,0
0,59,0,1,1,3,30.0,8,1
1,47,1,1,1,5,54.0,15,0
1,54,1,1,1,3,117.0,18,0
1,67,1,1,1,4,110.0,13,1
0,59,1,1,1,4,55.0,20,1
0,48,1,1,1,3,210.0,16,0
0,42,1,1,1,3,63.0,12,1
0,52,1,1,0,1,86.0,20,1
1,70,1,1,1,6,203.0,20,0
0,48,1,0,1,2,212.0,20,0
0,49,1,0,1,3,92.0,20,1
0,45,1,1,1,3,174.0,18,1
1,55,1,1,1,3,100.0,18,0
0,52,1,0,1,3,144.0,20,1
1,59,1,1,1,3,31.0,20,0
0,42,1,0,1,6,145.5,8,1
1,62,1,1,1,3,61.0,20,0
0,58,1,0,1,6,87.0,8,0
1,56,1,1,1,3,61.0,16,0
1,55,1,1,1,2,80.5,20,0
0,57,1,0,1,2,80.0,20,0
0,44,1,0,1,3,26.0,9,0
1,37,0,0,1,3,91.0,15,0
0,50,1,1,1,3,334.0,18,0
1,31,1,0,1,5,78.0,15,0
0,40,1,1,0,2,41.0,8,0
0,35,1,0,1,3,57.0,18,0
0,52,1,0,0,3,94.0,20,1
1,59,1,1,1,3,8.0,20,0
0,50,1,1,1,4,56.0,8,1
0,42,1,0,0,1,139.0,12,0
0,47,0,1,1,5,75.0,18,1
1,54,1,1,0,1,6.0,16,1
1,44,1,1,1,4,113.0,15,1
0,49,0,0,0,1,37.5,8,1
0,55,1,1,1,2,103.0,18,1
1,36,1,0,1,5,138.0,15,0
1,62,1,1,1,5,80.0,20,1
0,45,1,1,1,5,123.0,18,1
1,37,1,1,1,2,129.0,15,0
0,67,1,0,1,3,126.0,20,1
0,40,1,1,1,4,177.0,20,1
0,69,1,1,1,3,143.0,20,1
1,52,0,1,1,6,107.0,15,0
1,60,1,1,1,5,64.0,20,0
0,50,1,1,1,5,117.0,12,0
0,54,0,1,1,4,106.0,8,1
1,41,1,1,0,1,22.0,18,0
0,45,0,1,1,3,54.0,20,1
1,50,1,0,1,2,109.0,16,1
0,49,1,1,1,4,86.5,18,1
1,51,1,1,1,3,51.0,20,0
0,46,1,1,0,2,9.0,8,1
1,42,1,0,1,4,142.0,15,1
0,47,1,0,0,5,152.0,12,0
0,68,1,0,1,3,85.0,20,0
1,54,1,1,1,6,87.0,20,0
0,61,1,0,1,3,134.0,20,0
0,52,1,0,1,5,185.0,18,0
1,40,1,1,1,6,158.0,18,0
1,56,1,1,1,5,39.0,15,0
1,50,1,1,0,5,127.0,15,0
0,64,1,1,0,1,17.0,20,1
1,53,1,1,0,4,147.0,16,1
0,42,1,1,1,2,137.0,12,1
1,40,1,0,1,3,91.0,15,1
1,51,1,1,0,3,84.0,15,1
1,40,1,1,1,5,197.0,18,0
0,38,1,1,1,5,50.0,8,0
1,49,1,1,1,3,114.0,15,0
1,37,1,1,1,6,149.0,15,1
1,46,1,1,1,6,179.0,20,1
0,43,1,0,0,1,65.0,20,1
0,48,0,1,0,3,41.0,8,1
0,32,1,0,1,2,69.0,18,1
