,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
181,STATISTICAL SCIENTIST,56-97 ,4.0,GENENTECH,"South San Francisco, CA","South San Francisco, CA",10000+ employees,SUBSIDIARY OR BUSINESS SEGMENT,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76, CA,1,44.0,1,1,0,0,1,0,0,na,na
182,COMPUTATIONAL BEHAVIORAL SCIENTIST,56-97 ,4.2,NTREPID,"Herndon, VA","Herndon, VA",201 to 500 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$50 to $100 million (USD),56,97,76, VA,1,10.0,1,0,0,0,0,0,0,na,na
183,PRINCIPAL DATA SCIENTIST - MACHINE LEARNING,56-97 ,3.6,CONSTANT CONTACT,"Waltham, MA","Waltham, MA",Unknown,SUBSIDIARY OR BUSINESS SEGMENT,ADVERTISING & MARKETING,Business Services,Unknown / Non-Applicable,56,97,76, MA,1,25.0,1,1,1,1,1,0,1,data scientist,senior
184,PRINCIPAL MACHINE LEARNING SCIENTIST,56-97 ,4.7,SAGE INTACCT,"San Francisco, CA","San Jose, CA",501 to 1000 employees,SUBSIDIARY OR BUSINESS SEGMENT,COMPUTER HARDWARE & SOFTWARE,Information Technology,Unknown / Non-Applicable,56,97,76, CA,0,21.0,1,0,0,0,0,0,0,mle,senior
185,DATA ENGINEER,56-97 ,4.1,SHAPE SECURITY,"Santa Clara, CA","Mountain View, CA",51 to 200 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,Unknown / Non-Applicable,56,97,76, CA,0,9.0,1,0,0,0,1,0,1,data engineer,na
186,PRINCIPAL DATA SCIENTIST,56-97 ,4.0,ASTRAZENECA,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,COMPANY - PUBLIC,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76, MD,0,107.0,1,1,0,0,0,0,0,data scientist,senior
187,DATA SCIENTIST,56-97 ,5.0,SKILLSONIQ,"San Francisco, CA","Jersey City, NJ",Unknown,COMPANY - PUBLIC,UNKNOWN,Unknown,Unknown / Non-Applicable,56,97,76, CA,0,21.0,1,0,0,0,0,0,0,data scientist,na
188,SENIOR DATA SCIENTIST - R&D ONCOLOGY,56-97 ,4.0,ASTRAZENECA,"New York, NY","Cambridge, United Kingdom",10000+ employees,COMPANY - PUBLIC,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76, NY,0,107.0,1,0,0,0,0,0,0,data scientist,senior
189,DATA SCIENTIST,56-97 ,4.3,JOBY AVIATION,"San Carlos, CA","Santa Cruz, CA",51 to 200 employees,COMPANY - PRIVATE,UNKNOWN,Unknown,Unknown / Non-Applicable,56,97,76, CA,0,21.0,1,1,0,1,1,0,1,data scientist,na
190,"HEALTH PLAN DATA ANALYST, SR",56-97 ,3.8,COOK CHILDREN'S HEALTH CARE SYSTEM,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,NONPROFIT ORGANIZATION,HEALTH CARE SERVICES & HOSPITALS,Health Care,$100 to $500 million (USD),56,97,76, TX,1,102.0,0,0,0,0,0,0,0,analyst,senior
191,"PRINCIPAL SCIENTIST/ASSOCIATE DIRECTOR, QUALITY CONTROL AND ANALYTICAL TECHNOLOGIES",56-97 ,3.8,RUBIUS THERAPEUTICS,"Smithfield, RI","Cambridge, MA",201 to 500 employees,COMPANY - PUBLIC,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76, RI,0,7.0,0,0,0,0,0,0,0,director,senior
192,ANALYTICS - BUSINESS ASSURANCE DATA ANALYST,56-97 ,4.6,GREATAMERICA FINANCIAL SERVICES,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,COMPANY - PRIVATE,LENDING,Finance,$100 to $500 million (USD),56,97,76, IA,1,28.0,0,1,0,0,0,1,0,analyst,na
193,DATA SCIENTIST,79-106 ,3.4,SPECTRUM COMMUNICATIONS AND CONSULTING,"Chicago, IL","Chicago, IL",51 to 200 employees,COMPANY - PRIVATE,ADVERTISING & MARKETING,Business Services,$10 to $25 million (USD),79,106,92, IL,1,28.0,0,0,0,0,0,0,0,data scientist,na
194,DATA SCIENTIST,79-106 ,4.1,COVERENT,"McLean, VA","McLean, VA",51 to 200 employees,COMPANY - PRIVATE,CONSULTING,Business Services,$10 to $25 million (USD),79,106,92, VA,1,12.0,1,1,0,0,0,0,0,data scientist,na
195,MACHINE LEARNING ENGINEER,79-106 ,3.7,MTEQ,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,COMPANY - PUBLIC,AEROSPACE & DEFENSE,Aerospace & Defense,$100 to $500 million (USD),79,106,92, VA,0,66.0,1,0,0,0,0,0,0,mle,na
196,DATA ENGINEER,79-106 ,4.4,ROCKET LAWYER,"San Francisco, CA","San Francisco, CA",51 to 200 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,$50 to $100 million (USD),79,106,92, CA,1,12.0,1,1,1,0,0,0,1,data engineer,na
197,"SENIOR DATA SCIENTIST – IMAGE ANALYTICS, NOVARTIS AI INNOVATION LAB",79-106 ,3.9,NOVARTIS,"Cambridge, MA","Basel, Switzerland",10000+ employees,COMPANY - PUBLIC,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92, MA,0,24.0,0,0,0,0,0,0,0,data scientist,senior
198,DATA ENGINEER,79-106 ,3.6,ALION SCIENCE & TECHNOLOGY,"Linthicum Heights, MD","Mc Lean, VA",1001 to 5000 employees,COMPANY - PRIVATE,RESEARCH & DEVELOPMENT,Business Services,$1 to $2 billion (USD),79,106,92, MD,0,19.0,1,1,0,0,1,0,1,data engineer,na
199,DATA SCIENCE INSTRUCTOR,79-106 ,4.5,NOVETTA,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,$100 to $500 million (USD),79,106,92, VA,0,8.0,0,1,0,0,0,0,0,na,na
200,SENIOR BUSINESS INTELLIGENCE ANALYST,79-106 ,3.7,PROTOLABS,"Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,COMPANY - PUBLIC,MISCELLANEOUS MANUFACTURING,Manufacturing,$100 to $500 million (USD),79,106,92, MN,1,21.0,0,0,0,0,0,0,0,analyst,senior
201,IN-LINE INSPECTION DATA ANALYST,79-106 ,2.9,QUEST INTEGRITY,"Tulsa, OK","Kent, WA",201 to 500 employees,COMPANY - PUBLIC,OIL & GAS SERVICES,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),79,106,92, OK,0,24.0,0,1,0,0,0,0,0,analyst,na
202,DATA SCIENTIST - TS/SCI FSP OR CI REQUIRED,79-106 ,5.0,PHOENIX OPERATIONS GROUP,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$1 to $5 million (USD),79,106,92, MD,0,9.0,1,0,0,1,0,0,1,data scientist,na
203,DATA SCIENTIST,79-106 ,3.4,DICE.COM,"Newton, MA","Denver, CO",201 to 500 employees,SUBSIDIARY OR BUSINESS SEGMENT,STAFFING & OUTSOURCING,Business Services,$100 to $500 million (USD),79,106,92, MA,0,30.0,1,1,0,0,1,0,0,data scientist,na
204,SENIOR DATA SCIENTIST,79-106 ,3.5,MAXAR TECHNOLOGIES,"Herndon, VA","Westminster, CO",5001 to 10000 employees,COMPANY - PUBLIC,AEROSPACE & DEFENSE,Aerospace & Defense,$2 to $5 billion (USD),79,106,92, VA,0,21.0,1,1,0,0,0,0,1,data scientist,senior
205,DATA SCIENTIST - TS/SCI REQUIRED,79-106 ,5.0,PHOENIX OPERATIONS GROUP,"Baltimore, MD","Woodbine, MD",1 to 50 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$1 to $5 million (USD),79,106,92, MD,0,9.0,1,0,0,1,0,0,1,data scientist,na
206,DATA SCIENCE SOFTWARE ENGINEER,79-106 ,4.8,KLAVIYO,"Boston, MA","Boston, MA",201 to 500 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,Unknown / Non-Applicable,79,106,92, MA,1,8.0,1,0,0,0,0,0,0,na,na
207,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,79-106 ,3.9,SOUTHWEST RESEARCH INSTITUTE,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,NONPROFIT ORGANIZATION,RESEARCH & DEVELOPMENT,Business Services,$500 million to $1 billion (USD),79,106,92, OK,0,73.0,1,1,0,0,0,0,0,na,na
208,AI OPS DATA SCIENTIST,79-106 ,4.0,ASTRAZENECA,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,COMPANY - PUBLIC,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92, MD,0,107.0,1,0,1,1,1,0,0,data scientist,na
209,"INTELLIGENCE DATA ANALYST, SENIOR",79-106 ,4.3,THE BUFFALO GROUP,"Fort Belvoir, VA","Reston, VA",501 to 1000 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$100 to $500 million (USD),79,106,92, VA,0,10.0,1,0,0,0,0,0,0,analyst,senior
210,ANALYTICS MANAGER - DATA MART,79-106 ,3.5,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,NONPROFIT ORGANIZATION,HEALTH CARE SERVICES & HOSPITALS,Health Care,$500 million to $1 billion (USD),79,106,92, CA,1,24.0,0,0,0,0,0,1,0,manager,na
211,DATA MODELER (ANALYTICAL SYSTEMS),79-106 ,3.7,MASSMUTUAL,"Boston, MA","Springfield, MA",5001 to 10000 employees,COMPANY - PRIVATE,INSURANCE CARRIERS,Insurance,$10+ billion (USD),79,106,92, MA,0,169.0,0,1,1,1,0,0,1,na,na
212,"SENIOR MACHINE LEARNING SCIENTIST - BAY AREA, CA",79-106 ,3.3,TEMPUS LABS,"Redwood City, CA","Chicago, IL",501 to 1000 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,106,92, CA,0,5.0,1,0,0,0,1,0,0,mle,senior
213,REPORT WRITER-DATA ANALYST,79-106 ,3.1,SECURITY FINANCE CORPORATION OF SPARTANBURG,"Spartanburg, SC","Spartanburg, SC",1001 to 5000 employees,COMPANY - PRIVATE,LENDING,Finance,Unknown / Non-Applicable,79,106,92, SC,1,65.0,0,0,0,0,0,0,0,analyst,na
214,DATA SCIENTIST/MACHINE LEARNING,71-123 ,4.3,PULSEPOINT,"New York, NY","New York, NY",51 to 200 employees,COMPANY - PRIVATE,INTERNET,Information Technology,$100 to $500 million (USD),71,123,97, NY,1,9.0,1,0,1,1,0,0,1,data scientist,na
215,DATA SCIENTIST - RISK,71-123 ,4.2,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,COMPANY - PRIVATE,INVESTMENT BANKING & ASSET MANAGEMENT,Finance,$100 to $500 million (USD),71,123,97, FL,1,24.0,1,1,1,1,1,1,1,data scientist,na
216,DATA ENGINEER,71-123 ,4.4,RESURGENT CAPITAL SERVICES,"Cincinnati, OH","Greenville, SC",201 to 500 employees,COMPANY - PRIVATE,VENTURE CAPITAL & PRIVATE EQUITY,Finance,$50 to $100 million (USD),71,123,97, OH,0,22.0,1,1,0,0,1,0,0,data engineer,na
217,STAFF DATA SCIENTIST - PRICING,71-123 ,3.6,OPENDOOR,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,COMPANY - PRIVATE,REAL ESTATE,Real Estate,$2 to $5 billion (USD),71,123,97, CA,1,6.0,1,0,0,0,1,0,0,data scientist,na
218,DATA SCIENTIST,71-123 ,4.5,GLOBAL DATA MANAGEMENT INC,"Hartford, CT","Woodbridge, NJ",51 to 200 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$5 to $10 million (USD),71,123,97, CT,0,12.0,1,0,0,0,0,0,0,data scientist,na
219,DATA SCIENTIST,71-123 ,3.0,PHOTON INFOTECH,"Chicago, IL","Chennai, India",1001 to 5000 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$100 to $500 million (USD),71,123,97, IL,0,21.0,1,1,1,1,0,0,1,data scientist,na
220,DATA SCIENTIST,71-123 ,5.0,REE,United States,"Tel Aviv-Yafo, Israel",51 to 200 employees,COMPANY - PRIVATE,TRANSPORTATION EQUIPMENT MANUFACTURING,Manufacturing,Unknown / Non-Applicable,71,123,97,US,0,2.0,1,0,0,0,0,0,1,data scientist,na
221,MACHINE LEARNING ENGINEER,71-123 ,3.6,RIVERSIDE RESEARCH INSTITUTE,"Beavercreek, OH","Arlington, VA",501 to 1000 employees,NONPROFIT ORGANIZATION,FEDERAL AGENCIES,Government,$50 to $100 million (USD),71,123,97, OH,0,53.0,1,0,0,0,0,0,0,mle,na
222,EQUITY DATA INSIGHTS ANALYST - QUANTITATIVE ANALYST,71-123 ,3.6,T. ROWE PRICE,"Baltimore, MD","Baltimore, MD",5001 to 10000 employees,COMPANY - PUBLIC,INVESTMENT BANKING & ASSET MANAGEMENT,Finance,$2 to $5 billion (USD),71,123,97, MD,1,83.0,1,1,0,0,0,1,0,analyst,na
224,RESEARCH SCIENTIST - PATIENT-CENTERED RESEARCH (REMOTE),71-123 ,3.8,EVIDERA,"Bethesda, MD","Bethesda, MD",501 to 1000 employees,SUBSIDIARY OR BUSINESS SEGMENT,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$100 to $500 million (USD),71,123,97, MD,1,7.0,0,1,0,0,0,0,0,na,na
225,DATA SCIENTIST,71-123 ,3.3,BWX TECHNOLOGIES,"Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,COMPANY - PUBLIC,AEROSPACE & DEFENSE,Aerospace & Defense,$500 million to $1 billion (USD),71,123,97, TN,0,170.0,1,0,0,0,0,0,0,data scientist,na
226,OPERATIONS DATA ANALYST,71-123 ,3.8,BRIGHTHOUSE FINANCIAL,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,COMPANY - PUBLIC,INSURANCE CARRIERS,Insurance,Unknown / Non-Applicable,71,123,97, NC,1,3.0,0,0,0,0,0,0,0,analyst,na
227,SR. DATA SCIENTIST II,71-123 ,3.5,ARGO GROUP US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,COMPANY - PUBLIC,INSURANCE CARRIERS,Insurance,$1 to $2 billion (USD),71,123,97, NY,0,72.0,1,0,1,1,1,0,0,data scientist,senior
228,DATA SCIENTIST,71-123 ,3.3,II-VI INCORPORATED,"Champaign, IL","Saxonburg, PA",10000+ employees,COMPANY - PUBLIC,TELECOMMUNICATIONS MANUFACTURING,Telecommunications,$1 to $2 billion (USD),71,123,97, IL,0,49.0,0,1,0,0,0,0,0,data scientist,na
229,DATA SCIENTIST,71-123 ,4.6,SURYA SYSTEMS,"San Francisco, CA","Bristol, PA",1 to 50 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,Less than $1 million (USD),71,123,97, CA,0,21.0,1,0,1,0,0,1,0,data scientist,na
230,SENIOR DATA ANALYST,71-123 ,3.9,LIFE360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,COMPANY - PUBLIC,INTERNET,Information Technology,Unknown / Non-Applicable,71,123,97, CA,1,12.0,1,0,0,0,0,1,0,analyst,senior
231,DATA SCIENTIST,71-123 ,3.9,PREDICTIVE RESEARCH INC,"Plano, TX","Bangalore, India",1 to 50 employees,COMPANY - PRIVATE,CONSULTING,Business Services,Unknown / Non-Applicable,71,123,97, TX,0,21.0,1,0,0,0,0,0,0,data scientist,na
232,DATA SCIENTIST,90-124 ,4.7,OVERSIGHT SYSTEMS,"Atlanta, GA","Atlanta, GA",51 to 200 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,$25 to $50 million (USD),90,124,107, GA,1,17.0,1,1,0,0,0,0,0,data scientist,na
233,SENIOR RESEARCH STATISTICIAN- DATA SCIENTIST,90-124 ,4.8,ACUITY INSURANCE,"Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,COMPANY - PRIVATE,INSURANCE CARRIERS,Insurance,$1 to $2 billion (USD),90,124,107, WI,1,95.0,0,0,0,0,0,0,0,data scientist,senior
234,SOFTWARE DATA ENGINEER,90-124 ,3.1,1010DATA,"New York, NY","New York, NY",201 to 500 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,$50 to $100 million (USD),90,124,107, NY,1,20.0,1,1,0,0,1,0,0,data engineer,na
235,DATA SCIENTIST,90-124 ,3.6,GIGYA,"Palo Alto, CA","Mountain View, CA",201 to 500 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,$10 to $25 million (USD),90,124,107, CA,0,14.0,0,0,0,0,0,0,1,data scientist,na
236,REAL WORLD EVIDENCE (RWE) SCIENTIST,90-124 ,5.0,GENESIS RESEARCH,"Hoboken, NJ","Hoboken, NJ",1 to 50 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,Unknown / Non-Applicable,90,124,107, NJ,1,11.0,1,0,0,0,0,0,0,na,na
237,DATA SCIENTIST,90-124 ,3.7,SANOFI,"Cambridge, MA","Paris, France",10000+ employees,COMPANY - PUBLIC,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$10+ billion (USD),90,124,107, MA,0,47.0,1,0,0,0,0,1,1,data scientist,na
238,DATA SCIENTIST,90-124 ,3.7,XPO LOGISTICS,"Lebanon, IN","Greenwich, CT",10000+ employees,COMPANY - PUBLIC,TRANSPORTATION MANAGEMENT,Transportation & Logistics,$10+ billion (USD),90,124,107, IN,0,9.0,1,0,0,0,0,0,1,data scientist,na
239,DATA SCIENTIST,90-124 ,3.9,TRACE DATA,"Oakland, CA","Santa Ana, CA",51 to 200 employees,COMPANY - PRIVATE,INSURANCE CARRIERS,Insurance,$10 to $25 million (USD),90,124,107, CA,0,20.0,1,0,0,1,0,0,0,data scientist,na
240,DATA SCIENTIST,90-124 ,4.3,DESCRIPT,"San Francisco, CA","Houston, TX",1 to 50 employees,COMPANY - PRIVATE,UNKNOWN,Unknown,Less than $1 million (USD),90,124,107, CA,0,21.0,1,0,0,0,0,0,0,data scientist,na
241,COMPUTER SCIENTIST 1,90-124 ,4.2,RINCON RESEARCH CORPORATION,"Melbourne, FL","Tucson, AZ",201 to 500 employees,COMPANY - PRIVATE,AEROSPACE & DEFENSE,Aerospace & Defense,$50 to $100 million (USD),90,124,107, FL,0,37.0,1,0,0,0,0,0,0,na,na
242,LEAD DATA SCIENTIST,90-124 ,3.7,MASSMUTUAL,"Boston, MA","Springfield, MA",5001 to 10000 employees,COMPANY - PRIVATE,INSURANCE CARRIERS,Insurance,$10+ billion (USD),90,124,107, MA,0,169.0,1,0,1,1,1,0,0,data scientist,senior
243,DATA SCIENTIST,90-124 ,4.0,BETTER HIRE,"Birmingham, AL","Birmingham, AL",1 to 50 employees,COMPANY - PRIVATE,UNKNOWN,Unknown,Unknown / Non-Applicable,90,124,107, AL,1,21.0,0,0,0,0,0,0,0,data scientist,na
244,DATA SCIENTIST,90-124 ,3.3,PARKER HANNIFIN,"Cleveland, OH","Cleveland, OH",10000+ employees,COMPANY - PUBLIC,INDUSTRIAL MANUFACTURING,Manufacturing,$10+ billion (USD),90,124,107, OH,1,103.0,1,1,0,0,0,0,0,data scientist,na
245,DATA SCIENTIST,90-124 ,4.1,GALLUP,"New York, NY","Washington, DC",1001 to 5000 employees,COMPANY - PRIVATE,CONSULTING,Business Services,Unknown / Non-Applicable,90,124,107, NY,0,85.0,1,1,0,0,0,0,0,data scientist,na
246,DATA SCIENTIST,90-124 ,3.3,INSIDER INC,"New York, NY","New York, NY",201 to 500 employees,COMPANY - PRIVATE,NEWS OUTLET,Media,$50 to $100 million (USD),90,124,107, NY,1,13.0,1,1,0,0,0,0,0,data scientist,na
247,DATA SCIENTIST,90-124 ,3.9,RAPID VALUE SOLUTIONS,"San Francisco, CA","Pleasanton, CA",201 to 500 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,Unknown / Non-Applicable,90,124,107, CA,0,11.0,1,0,0,0,1,0,0,data scientist,na
248,ENVIRONMENTAL DATA SCIENCE,90-124 ,3.1,BATTELLE,"Norwell, MA","Columbus, OH",10000+ employees,NONPROFIT ORGANIZATION,RESEARCH & DEVELOPMENT,Business Services,$5 to $10 billion (USD),90,124,107, MA,0,91.0,0,1,0,0,0,0,0,na,na
249,COMPUTATIONAL BEHAVIORAL SCIENTIST,90-124 ,4.2,NTREPID,"Herndon, VA","Herndon, VA",201 to 500 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$50 to $100 million (USD),90,124,107, VA,1,10.0,1,0,0,0,0,0,0,na,na
250,DATA SCIENTIST,90-124 ,5.0,"THE DRIVE MEDIA, INC.","New York, NY",Unknown,Unknown,UNKNOWN,UNKNOWN,Unknown,Unknown / Non-Applicable,90,124,107, NY,0,21.0,1,1,0,0,0,0,0,data scientist,na
251,STAFF BI AND DATA ENGINEER,90-124 ,2.9,AFFINITY SOLUTIONS,"San Jose, CA","New York, NY",51 to 200 employees,COMPANY - PRIVATE,ADVERTISING & MARKETING,Business Services,Unknown / Non-Applicable,90,124,107, CA,0,22.0,1,0,0,1,0,1,1,data engineer,na
252,PRINCIPAL MACHINE LEARNING SCIENTIST,90-124 ,4.7,SAGE INTACCT,"San Francisco, CA","San Jose, CA",501 to 1000 employees,SUBSIDIARY OR BUSINESS SEGMENT,COMPUTER HARDWARE & SOFTWARE,Information Technology,Unknown / Non-Applicable,90,124,107, CA,0,21.0,1,0,0,0,0,0,0,mle,senior
253,PRINCIPAL DATA SCIENTIST - MACHINE LEARNING,90-124 ,3.6,CONSTANT CONTACT,"Waltham, MA","Waltham, MA",Unknown,SUBSIDIARY OR BUSINESS SEGMENT,ADVERTISING & MARKETING,Business Services,Unknown / Non-Applicable,90,124,107, MA,1,25.0,1,1,1,1,1,0,1,data scientist,senior
254,DATA SCIENTIST-HUMAN RESOURCES,91-150 ,3.8,MIT LINCOLN LABORATORY,"Lexington, MA","Lexington, MA",1001 to 5000 employees,NONPROFIT ORGANIZATION,AEROSPACE & DEFENSE,Aerospace & Defense,Unknown / Non-Applicable,91,150,120, MA,1,69.0,1,0,1,1,0,0,1,data scientist,na
255,ASSOCIATE DATA SCIENTIST,91-150 ,3.3,PUGET SOUND ENERGY,"Bothell, WA","Bellevue, WA",1001 to 5000 employees,COMPANY - PRIVATE,UTILITIES,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),91,150,120, WA,0,21.0,0,1,1,1,0,0,0,data scientist,na
256,"DATA SCIENTIST - STATISTICS, MID-CAREER",91-150 ,3.7,PACIFIC NORTHWEST NATIONAL LABORATORY,"Richland, WA","Richland, WA",1001 to 5000 employees,GOVERNMENT,ENERGY,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),91,150,120, WA,1,55.0,0,0,0,0,0,0,0,data scientist,na
257,DIRECTOR OF DATA SCIENCE,91-150 ,3.8,ANALYSIS GROUP,"Boston, MA","Boston, MA",1001 to 5000 employees,PRIVATE PRACTICE / FIRM,CONSULTING,Business Services,$100 to $500 million (USD),91,150,120, MA,1,39.0,1,1,0,0,1,0,0,director,na
258,DATA SCIENTIST,91-150 ,3.2,US PHARMACOPEIA,"Rockville, MD","Rockville, MD",1001 to 5000 employees,NONPROFIT ORGANIZATION,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$100 to $500 million (USD),91,150,120, MD,1,200.0,1,1,0,0,0,1,0,data scientist,na
259,DATA SCIENTIST,91-150 ,4.6,ITLIZE GLOBAL,"Piscataway, NJ","Piscataway, NJ",201 to 500 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$10 to $25 million (USD),91,150,120, NJ,1,10.0,1,0,1,1,0,0,1,data scientist,na
260,DATA SCIENTIST,91-150 ,3.5,EBAY,"San Jose, CA","San Jose, CA",10000+ employees,COMPANY - PUBLIC,INTERNET,Information Technology,$10+ billion (USD),91,150,120, CA,1,25.0,1,0,1,0,0,1,1,data scientist,na
261,"DATA ENGINEER, DIGITAL & COMP PATHOLOGY",91-150 ,5.0,PAIGE,"New York, NY","New York, NY",1 to 50 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,Unknown / Non-Applicable,91,150,120, NY,1,2.0,1,1,0,0,1,0,0,data engineer,na
262,DATA ENGINEER,91-150 ,4.1,SHAPE SECURITY,"Santa Clara, CA","Mountain View, CA",51 to 200 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,Unknown / Non-Applicable,91,150,120, CA,0,9.0,1,0,0,0,1,0,1,data engineer,na
263,"MANAGER / LEAD, DATA SCIENCE & ANALYTICS",91-150 ,4.1,ABIOMED,"Danvers, MA","Danvers, MA",1001 to 5000 employees,COMPANY - PUBLIC,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$100 to $500 million (USD),91,150,120, MA,1,39.0,1,1,0,0,0,1,0,manager,senior
264,DATA SCIENTIST,91-150 ,3.5,COMCAST,"New York, NY","Philadelphia, PA",10000+ employees,COMPANY - PUBLIC,UNKNOWN,Unknown,$10+ billion (USD),91,150,120, NY,0,57.0,1,0,0,0,1,1,0,data scientist,na
265,DATA SCIENTIST,91-150 ,3.2,"METRONOME, LLC","Vienna, VA","Fairfax, VA",51 to 200 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$10 to $25 million (USD),91,150,120, VA,0,9.0,1,0,0,1,0,0,1,data scientist,na
266,DATA SCIENTIST,91-150 ,5.0,SKILLSONIQ,"San Francisco, CA","Jersey City, NJ",Unknown,COMPANY - PUBLIC,UNKNOWN,Unknown,Unknown / Non-Applicable,91,150,120, CA,0,21.0,1,0,0,0,0,0,0,data scientist,na
267,DATA SCIENTIST,91-150 ,4.7,LAWRENCE LIVERMORE NATIONAL LAB,"Livermore, CA","Livermore, CA",1001 to 5000 employees,GOVERNMENT,FEDERAL AGENCIES,Government,$1 to $2 billion (USD),91,150,120, CA,1,68.0,1,1,0,0,0,0,1,data scientist,na
268,DIVERSITY AND INCLUSION DATA ANALYST,91-150 ,3.8,FHLBANK PITTSBURGH,"Pittsburgh, PA","Pittsburgh, PA",201 to 500 employees,COMPANY - PRIVATE,BANKS & CREDIT UNIONS,Finance,$1 to $2 billion (USD),91,150,120, PA,1,88.0,0,0,0,0,1,1,0,analyst,na
269,DATA SCIENTIST,91-150 ,3.6,JACOBS,"Herndon, VA","Dallas, TX",10000+ employees,COMPANY - PUBLIC,ARCHITECTURAL & ENGINEERING SERVICES,Business Services,$10+ billion (USD),91,150,120, VA,0,73.0,1,0,1,1,1,1,0,data scientist,na
270,DATA SCIENTIST,91-150 ,4.8,KLAVIYO,"Boston, MA","Boston, MA",201 to 500 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,Unknown / Non-Applicable,91,150,120, MA,1,8.0,0,0,0,0,0,0,0,data scientist,na
271,DATA SCIENTIST,91-150 ,3.3,UNDERWRITERS LABORATORIES,"Northbrook, IL","Northbrook, IL",10000+ employees,COMPANY - PRIVATE,CONSULTING,Business Services,$2 to $5 billion (USD),91,150,120, IL,1,126.0,0,0,0,1,0,0,0,data scientist,na
